Id,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,BldgType,HouseStyle,OverallQual,Exterior1st,ExterQual,Foundation,BsmtQual,BsmtCond,BsmtExposure,TotalBsmtSF,HeatingQC,CentralAir,GrLivArea,KitchenQual,TotRmsAbvGrd,Functional,FireplaceQu,GarageType,GarageCars,PavedDrive,WoodDeckSF,OpenPorchSF,ScreenPorch,PoolQC,Fence,MiscVal,SaleCondition,Age,Re_Age,TotalFullBath,TotalHalfBath,SeasonSold,Artery,Feedr,PosA,PosN,RRAe,RRAn,RRNe,RRNn,LogSalePrice
1221,RL,66.0,7800,Pave,IR1,Lvl,Inside,Gtl,NAmes,1Fam,1Story,5,Wd Sdng,TA,CBlock,TA,TA,No,912,TA,Y,912,TA,5,Typ,None,Attchd,1,Y,0,0,0,0,None,0,Abnorml,42,42,1,0,Fall,0,0,0,0,0,0,0,0,11.652687407345388
1222,RL,55.0,8250,Pave,Reg,Lvl,Inside,Gtl,Sawyer,1Fam,1Story,5,HdBoard,TA,CBlock,TA,TA,No,952,Ex,Y,1211,TA,5,Typ,TA,Attchd,1,Y,0,63,0,0,None,0,Normal,40,40,1,0,Summer,0,1,0,0,0,0,0,0,11.805595078933049
1223,RL,78.0,10496,Pave,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1.5Fin,6,Wd Sdng,TA,CBlock,TA,TA,Mn,1040,Ex,Y,1846,TA,7,Typ,Gd,Attchd,1,Y,0,0,0,0,GdWo,0,Normal,58,57,2,0,Winter,1,0,0,0,0,0,0,0,11.870599909242044
1224,RL,89.0,10680,Pave,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,5,Wd Sdng,TA,CBlock,TA,Fa,No,2136,TA,N,2136,TA,7,NonTyp,None,Detchd,2,Y,0,30,0,0,MnPrv,0,Normal,55,55,2,0,Fall,0,0,0,0,0,0,0,0,11.834284063781393
1225,RL,60.0,15384,Pave,IR1,Lvl,Inside,Gtl,Gilbert,1Fam,2Story,7,VinylSd,Gd,PConc,Gd,TA,Av,788,Ex,Y,1490,Gd,8,Typ,Gd,Attchd,2,Y,100,75,0,0,None,0,Normal,4,3,3,1,Winter,0,0,0,0,0,1,0,0,12.122691036591123
1226,RL,65.0,10482,Pave,Reg,Lvl,Inside,Gtl,NAmes,1Fam,SLvl,6,VinylSd,TA,CBlock,TA,TA,Av,588,Ex,Y,1138,TA,6,Typ,None,Attchd,1,Y,224,0,0,0,MnWw,0,Normal,49,49,1,1,Summer,0,0,0,0,0,0,0,0,11.884489021402711
1227,RL,86.0,14598,Pave,IR1,Lvl,CulDSac,Gtl,Somerst,1Fam,2Story,6,VinylSd,Gd,PConc,Gd,TA,Mn,894,Ex,Y,1933,Gd,9,Typ,Gd,BuiltIn,3,Y,100,18,0,0,None,0,Normal,1,1,2,1,Winter,0,1,0,0,0,0,0,0,12.273731294003989
1228,RL,72.0,8872,Pave,Reg,Lvl,Corner,Gtl,NAmes,1Fam,1Story,5,VinylSd,TA,CBlock,TA,TA,No,912,Ex,Y,912,Gd,5,Typ,None,Detchd,2,Y,0,240,0,0,None,0,Normal,43,0,2,0,Winter,0,0,0,0,0,0,0,0,11.898187865760873
1229,RL,65.0,8769,Pave,Reg,Lvl,Corner,Gtl,NridgHt,TwnhsE,1Story,9,MetalSd,Ex,PConc,Ex,TA,No,1702,Ex,Y,1702,Ex,7,Typ,Gd,Attchd,3,Y,0,72,224,0,None,0,Partial,0,0,2,1,Fall,0,0,0,0,0,0,0,0,12.813917896253697
1230,RL,70.0,7910,Pave,Reg,Lvl,Inside,Gtl,NAmes,1Fam,SLvl,5,BrkFace,TA,CBlock,TA,TA,No,1075,Gd,Y,1507,TA,7,NonTyp,None,Basment,1,Y,0,0,0,0,GdWo,0,Normal,48,48,2,0,Summer,0,0,0,0,0,0,0,0,11.751942365440728
1231,RL,8873.0,18890,Pave,IR1,Lvl,Inside,Gtl,Sawyer,Duplex,1.5Fin,5,Plywood,TA,CBlock,Gd,TA,No,1361,Ex,Y,2620,TA,12,Typ,TA,BuiltIn,2,N,155,24,0,0,None,8300,Normal,30,30,2,2,Summer,0,1,0,0,1,0,0,0,12.154779351142624
1232,RL,70.0,7728,Pave,Reg,Lvl,Inside,Gtl,NAmes,Duplex,SLvl,5,Wd Sdng,TA,CBlock,TA,TA,Av,1106,TA,Y,1190,TA,6,Typ,None,Attchd,2,Y,0,18,0,0,GdWo,0,Normal,44,44,2,0,Spring,0,0,0,0,0,0,0,0,11.794337924408413
1233,RL,70.0,9842,Pave,Reg,Lvl,FR2,Gtl,NAmes,Duplex,1Story,4,HdBoard,TA,Slab,None,None,None,0,TA,Y,1224,TA,6,Typ,None,CarPort,2,Y,0,0,0,0,None,0,Normal,45,45,2,0,Spring,0,0,0,0,0,0,0,0,11.53076538309856
1234,RL,88.5804349981317,12160,Pave,IR1,Lvl,Inside,Gtl,NAmes,1Fam,1Story,5,Plywood,TA,CBlock,TA,TA,No,1188,Fa,Y,1188,TA,6,Typ,None,Attchd,2,Y,0,0,0,0,MnPrv,0,Abnorml,51,51,2,0,Spring,0,0,0,0,0,0,0,0,11.863582336583399
1235,RH,55.0,8525,Pave,Reg,Bnk,Inside,Gtl,SWISU,1Fam,2Story,5,MetalSd,TA,PConc,TA,TA,Av,940,TA,N,1964,TA,7,Typ,None,None,0,N,0,192,0,0,None,0,Abnorml,97,58,1,1,Fall,0,0,0,0,0,0,0,0,11.77528972943772
1236,RL,96.0,13132,Pave,Reg,Lvl,Inside,Gtl,Crawfor,1Fam,2Story,5,Wd Sdng,TA,BrkTil,Gd,TA,Mn,747,Gd,Y,1784,TA,9,Typ,None,Detchd,1,N,203,40,0,0,None,0,Normal,92,56,1,1,Summer,0,0,0,0,0,0,0,0,11.841415931849784
1237,RL,36.0,2628,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Twnhs,2Story,7,VinylSd,Gd,PConc,Gd,TA,No,764,Ex,Y,1626,Gd,6,Typ,None,BuiltIn,2,Y,0,27,0,0,None,0,Normal,7,7,2,1,Summer,0,0,0,0,0,0,0,0,12.075394321888057
1238,RL,41.0,12393,Pave,IR2,Lvl,FR2,Gtl,CollgCr,1Fam,2Story,7,VinylSd,Gd,PConc,Gd,TA,No,847,Ex,Y,1948,Gd,8,Typ,Gd,BuiltIn,2,Y,100,48,0,0,None,0,Normal,2,1,2,1,Fall,0,0,0,0,0,0,0,0,12.180754837545884
1239,RL,63.0,13072,Pave,Reg,Lvl,Inside,Gtl,SawyerW,1Fam,1Story,6,VinylSd,Gd,PConc,Gd,TA,No,1141,Ex,Y,1141,TA,6,Typ,None,Detchd,2,Y,0,0,0,0,None,0,Abnorml,1,1,1,1,Spring,0,0,0,0,1,0,0,0,11.867097278690842
1240,RL,64.0,9037,Pave,IR1,HLS,Inside,Gtl,Timber,1Fam,1Story,8,VinylSd,Gd,PConc,Gd,TA,Av,1476,Ex,Y,1484,Ex,6,Typ,Gd,Attchd,2,Y,120,33,0,0,None,0,Normal,1,1,2,0,Winter,0,0,0,0,0,0,0,0,12.490875577231112
1241,RL,65.0,8158,Pave,Reg,Lvl,Inside,Gtl,CollgCr,1Fam,2Story,7,VinylSd,Gd,PConc,Gd,TA,No,884,Ex,Y,1768,Gd,8,Typ,None,Attchd,2,Y,0,63,0,0,None,0,Normal,5,5,3,1,Summer,0,0,0,0,0,0,0,0,12.323411137947407
1242,RL,83.0,9849,Pave,Reg,Lvl,Inside,Gtl,Somerst,1Fam,1Story,7,VinylSd,Gd,PConc,Gd,TA,Av,1689,Ex,Y,1689,Gd,7,Typ,None,Attchd,3,Y,0,56,0,0,None,0,Partial,0,0,2,0,Summer,0,0,0,0,0,0,0,0,12.422505731952896
1243,RL,85.0,10625,Pave,Reg,Lvl,Inside,Gtl,NWAmes,1Fam,SFoyer,7,Plywood,TA,CBlock,Gd,TA,Gd,1053,TA,Y,1173,Gd,6,Typ,TA,Attchd,2,Y,0,120,0,0,MnPrv,0,Family,36,36,3,0,Winter,0,0,0,0,0,0,0,0,12.043553716032399
1244,RL,107.0,13891,Pave,Reg,Lvl,Inside,Gtl,NridgHt,1Fam,1Story,10,VinylSd,Ex,PConc,Ex,Gd,Gd,2076,Ex,Y,2076,Ex,7,Typ,Gd,Attchd,3,Y,216,229,0,0,None,0,Partial,0,0,3,1,Fall,0,0,0,0,0,0,0,0,13.049792684569493
1245,RL,10594.0,11435,Pave,IR1,HLS,Corner,Mod,Crawfor,1Fam,2Story,8,BrkFace,TA,PConc,Gd,TA,No,792,Fa,Y,1517,Gd,7,Typ,Gd,Detchd,2,Y,0,0,0,0,None,0,Normal,77,56,1,0,Summer,0,0,0,0,0,0,0,0,12.345834587905333
1246,RL,78.0,12090,Pave,Reg,Lvl,Inside,Gtl,NWAmes,1Fam,SLvl,6,VinylSd,TA,CBlock,Gd,TA,No,585,Ex,Y,1868,TA,7,Typ,TA,BuiltIn,2,Y,268,112,147,0,None,0,Abnorml,23,4,3,1,Winter,0,0,0,0,0,0,0,0,12.089538829274222
1247,FV,65.0,8125,Pave,Reg,Lvl,Inside,Gtl,Somerst,1Fam,2Story,7,VinylSd,Gd,PConc,Gd,TA,No,756,Ex,Y,1553,Gd,6,Typ,None,Attchd,2,Y,0,45,0,0,None,0,Partial,1,0,2,1,Spring,0,0,0,0,0,0,0,0,12.136186518066006
1248,RL,9945.0,12328,Pave,IR1,Lvl,Inside,Gtl,Mitchel,1Fam,SLvl,6,HdBoard,TA,CBlock,TA,TA,Av,1012,TA,Y,1034,TA,6,Typ,None,Attchd,3,Y,0,0,0,0,None,0,Normal,34,34,2,0,Spring,0,0,0,0,0,0,0,0,12.042965307660024
1249,RM,60.0,9600,Pave,Reg,Lvl,Inside,Gtl,OldTown,1Fam,2.5Unf,6,AsbShng,TA,BrkTil,Gd,TA,No,735,Fa,N,2058,TA,8,Typ,Gd,Detchd,2,N,0,0,0,0,None,0,Normal,91,58,1,1,Spring,0,0,0,0,0,0,0,0,11.771436160121729
1250,RL,60.0,7200,Pave,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,5,MetalSd,TA,CBlock,TA,TA,No,876,TA,Y,988,TA,6,Typ,None,Attchd,1,Y,0,80,0,0,None,0,Normal,57,57,1,0,Spring,0,0,0,0,0,0,0,0,11.686878772093667
1251,RL,93.0,11160,Pave,Reg,Lvl,Corner,Gtl,NAmes,1Fam,1Story,7,BrkFace,Gd,CBlock,TA,TA,No,2110,Ex,Y,2110,Ex,8,Typ,TA,Attchd,2,Y,0,0,0,0,None,0,Normal,42,42,3,1,Spring,0,0,0,0,0,0,0,0,12.404923504275338
1252,RL,35.81118451681902,3136,Pave,IR1,Lvl,Corner,Gtl,NridgHt,TwnhsE,1Story,7,VinylSd,Gd,PConc,Gd,TA,No,1405,Ex,Y,1405,Gd,6,Typ,Gd,Attchd,2,Y,148,36,0,0,None,0,Normal,3,3,2,0,Spring,0,0,0,0,0,0,0,0,12.053795210084596
1253,RL,62.0,9858,Pave,Reg,Lvl,Inside,Gtl,Mitchel,1Fam,1Story,5,HdBoard,TA,CBlock,TA,TA,No,864,TA,Y,874,TA,5,Typ,None,Attchd,1,Y,33,0,0,0,GdWo,600,Normal,41,41,2,0,Fall,0,0,0,0,0,0,0,0,11.77528972943772
1254,RL,10768.0,17542,Pave,IR1,Lvl,Inside,Gtl,Veenker,1Fam,2Story,7,Wd Sdng,Gd,CBlock,TA,TA,Gd,1192,TA,Y,2167,Gd,9,Typ,Gd,Attchd,2,Y,220,47,0,0,MnPrv,0,Normal,33,4,3,1,Summer,0,0,0,0,0,0,0,0,12.591335046320818
1255,RL,60.0,6931,Pave,Reg,Lvl,Inside,Gtl,Edwards,1Fam,2Story,7,VinylSd,Gd,PConc,Gd,TA,No,746,Ex,Y,1656,Gd,7,Typ,Gd,BuiltIn,2,Y,178,128,0,0,None,0,Normal,5,4,2,1,Summer,0,0,0,0,0,0,0,0,12.016122061571728
1256,RM,52.0,6240,Pave,Reg,Lvl,Inside,Gtl,BrkSide,1Fam,1.5Fin,6,Wd Sdng,TA,BrkTil,TA,Fa,No,884,TA,Y,1367,TA,6,Typ,Gd,Detchd,1,Y,0,0,120,0,None,0,Normal,76,57,1,0,Fall,0,0,0,0,0,0,0,0,11.755871643580617
1257,RL,91.0,14303,Pave,IR1,Lvl,Corner,Gtl,NoRidge,1Fam,1Story,8,HdBoard,Gd,PConc,Gd,TA,Gd,1986,Ex,Y,1987,Gd,7,Typ,TA,Attchd,2,Y,262,36,0,0,None,0,Normal,14,14,3,0,Summer,0,0,0,0,0,0,0,0,12.616525295149378
1258,RL,56.0,4060,Pave,Reg,Lvl,Corner,Gtl,Edwards,1Fam,1Story,5,Wd Sdng,TA,PConc,Fa,TA,No,864,Ex,Y,864,TA,4,Typ,None,None,0,Y,0,96,0,0,None,0,Normal,87,59,1,0,Summer,0,1,0,0,0,0,0,0,11.511924964636645
1259,RL,59.0,9587,Pave,IR1,Lvl,Inside,Gtl,Gilbert,1Fam,SLvl,7,VinylSd,Gd,PConc,Gd,TA,Gd,856,Ex,Y,1166,Gd,5,Typ,None,Attchd,2,Y,212,0,0,0,None,0,Normal,3,3,3,0,Summer,0,0,0,0,0,0,0,0,12.154779351142624
1260,RL,65.0,9750,Pave,Reg,Lvl,FR2,Gtl,NAmes,1Fam,1Story,6,HdBoard,TA,CBlock,Gd,TA,No,1054,Gd,Y,1054,TA,6,Typ,None,Attchd,2,Y,180,0,80,0,None,0,Normal,39,39,2,1,Summer,0,0,0,0,0,0,0,0,11.925035115797062
1261,RL,10237.0,24682,Pave,IR3,Lvl,CulDSac,Gtl,Gilbert,1Fam,2Story,6,VinylSd,TA,PConc,Gd,TA,No,841,Ex,Y,1675,TA,7,Typ,TA,BuiltIn,2,Y,0,103,0,0,None,0,Normal,10,10,2,1,Summer,0,0,0,0,0,1,0,0,12.106252310247962
1262,RL,80.0,9600,Pave,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,5,MetalSd,TA,CBlock,TA,TA,No,1050,Gd,Y,1050,TA,5,Typ,None,Attchd,1,Y,0,0,0,0,None,0,Normal,53,53,1,0,Summer,0,0,0,0,0,0,0,0,11.766792188927278
1263,RL,15593.0,11250,Pave,Reg,Lvl,Inside,Gtl,ClearCr,1Fam,1.5Fin,4,Wd Sdng,TA,CBlock,TA,TA,Av,1104,Ex,Y,1788,TA,8,NonTyp,TA,Attchd,1,Y,120,0,0,0,None,0,Normal,52,20,2,0,Fall,0,0,0,0,0,0,0,0,11.992260421644849
1264,RL,60.0,13515,Pave,Reg,Lvl,Inside,Gtl,BrkSide,1Fam,2Story,6,Wd Sdng,TA,PConc,TA,TA,No,764,Ex,Y,1824,TA,8,Typ,Gd,Detchd,2,N,0,0,0,0,GdPrv,0,Normal,88,57,1,0,Summer,0,0,0,0,0,0,0,0,12.103486056755072
1265,RH,34.0,4060,Pave,Reg,Lvl,Inside,Gtl,NAmes,TwnhsE,1Story,6,MetalSd,Gd,PConc,Gd,TA,No,1405,Ex,Y,1337,Gd,5,Typ,None,Attchd,2,Y,144,68,0,0,None,0,Abnorml,10,9,3,0,Summer,0,0,0,0,0,0,0,0,12.106252310247962
1266,FV,35.0,3735,Pave,Reg,Lvl,FR3,Gtl,Somerst,TwnhsE,2Story,7,MetalSd,Gd,PConc,Gd,TA,No,691,Ex,Y,1452,Gd,6,Typ,None,Detchd,2,Y,0,34,0,0,None,0,Normal,7,7,3,1,Spring,0,0,0,0,0,0,0,0,12.122147410592412
1267,RM,60.0,10120,Pave,IR1,Bnk,Inside,Gtl,OldTown,2fmCon,2.5Unf,7,Wd Sdng,Fa,CBlock,TA,TA,No,925,TA,N,1889,TA,9,Typ,Gd,Detchd,1,N,0,0,0,0,MnPrv,0,Normal,97,57,1,1,Winter,0,1,0,0,0,0,0,0,11.711776323715394
1268,RL,89.0,13214,Pave,IR1,HLS,Inside,Gtl,Timber,1Fam,1Story,9,Stucco,Ex,PConc,Ex,TA,Gd,2002,Ex,Y,2018,Ex,10,Typ,Gd,Attchd,3,Y,144,76,0,0,None,0,Normal,2,1,2,0,Spring,0,0,0,0,0,0,0,0,12.84397135185964
1269,RL,10594.0,14100,Pave,IR1,Lvl,Inside,Mod,Crawfor,1Fam,1.5Fin,8,Stucco,TA,CBlock,TA,TA,Mn,728,Ex,Y,3447,Gd,11,Typ,Gd,BuiltIn,3,Y,314,12,0,0,GdWo,0,Normal,73,11,3,1,Spring,0,0,0,0,0,0,0,0,12.850554654108839
1270,RL,78.0,11344,Pave,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1.5Fin,5,MetalSd,TA,CBlock,TA,TA,No,874,TA,Y,1524,TA,7,Typ,None,Attchd,1,Y,0,0,0,0,GdWo,0,Normal,49,49,1,1,Summer,0,1,0,0,0,0,0,0,11.877568578558138
1271,RL,15593.0,23595,Pave,Reg,Low,Inside,Sev,ClearCr,1Fam,1Story,7,Plywood,Gd,PConc,Gd,TA,Gd,1332,TA,Y,1524,Gd,4,Typ,TA,Attchd,2,Y,268,0,0,0,None,0,Normal,31,31,2,1,Spring,0,0,0,0,0,0,0,0,12.468436909997665
1272,RL,10625.0,9156,Pave,IR1,Lvl,Inside,Gtl,NWAmes,1Fam,1Story,6,BrkFace,TA,CBlock,TA,TA,No,1489,Gd,Y,1489,Gd,7,Typ,Gd,Attchd,2,Y,0,0,0,0,None,0,Normal,41,41,2,0,Summer,0,0,0,1,0,0,0,0,12.132156962580005
1273,RL,8873.0,13526,Pave,IR1,Lvl,CulDSac,Gtl,Sawyer,1Fam,1Story,5,HdBoard,TA,CBlock,TA,TA,No,935,TA,Y,935,TA,5,Typ,None,Attchd,1,Y,180,0,0,0,MnPrv,0,Normal,41,41,2,0,Fall,0,0,0,0,0,0,0,0,11.827736204810263
1274,RL,124.0,11512,Pave,IR1,Lvl,Corner,Gtl,Edwards,1Fam,SLvl,6,Plywood,TA,CBlock,TA,TA,Av,1019,Gd,Y,1357,Ex,5,Typ,Gd,Basment,1,Y,0,0,163,0,GdPrv,0,Normal,49,2,2,0,Spring,0,0,0,0,0,0,0,0,12.083905011555967
1275,RL,53.0,5362,Pave,Reg,Lvl,Corner,Gtl,Crawfor,1Fam,1.5Fin,5,Wd Sdng,TA,PConc,TA,TA,No,661,Ex,Y,1250,TA,8,Typ,Gd,Detchd,2,Y,242,0,0,0,None,0,Normal,97,4,2,0,Fall,0,0,0,0,0,0,0,0,11.842229212112828
1276,RL,95.0,11345,Pave,Reg,Lvl,Corner,Gtl,NAmes,Duplex,2Story,5,AsbShng,TA,CBlock,TA,TA,No,928,Gd,Y,1920,TA,10,Typ,None,Detchd,2,Y,0,0,0,0,None,0,Normal,59,57,2,0,Summer,0,1,0,0,0,0,0,0,11.827736204810263
1277,RL,10625.0,12936,Pave,IR1,Lvl,CulDSac,Gtl,NWAmes,1Fam,2Story,6,HdBoard,TA,CBlock,TA,Gd,No,723,TA,Y,1395,TA,6,Typ,TA,Attchd,2,Y,294,116,0,0,None,0,Normal,37,37,1,2,Winter,0,0,0,0,0,0,0,0,11.99535161421452
1278,RL,10625.0,17871,Pave,IR1,Lvl,CulDSac,Gtl,NWAmes,1Fam,SLvl,6,HdBoard,TA,CBlock,Gd,TA,Av,1680,Fa,Y,1724,TA,7,Typ,Gd,Attchd,2,Y,0,0,0,0,None,0,Normal,42,33,2,1,Summer,0,0,0,0,0,0,0,0,12.195517131590657
1279,RL,75.0,9473,Pave,Reg,Lvl,Inside,Gtl,CollgCr,1Fam,2Story,8,VinylSd,Gd,PConc,Gd,TA,No,1128,Ex,Y,2031,Gd,7,Typ,Gd,Attchd,2,Y,0,211,0,0,None,0,Normal,6,6,3,1,Spring,0,0,0,0,0,0,0,0,12.375815420117268
1280,C (all),60.0,7500,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,1Fam,1.5Fin,4,MetalSd,TA,CBlock,TA,TA,No,698,TA,Y,1128,TA,6,Typ,None,Detchd,2,Y,30,0,0,0,None,0,Abnorml,90,60,1,0,Spring,0,0,0,0,0,0,0,0,11.133128103610641
1281,RL,67.0,9808,Pave,IR1,Lvl,Inside,Gtl,CollgCr,1Fam,1Story,7,VinylSd,Gd,PConc,Gd,TA,No,1573,Ex,Y,1573,Gd,6,Typ,None,Attchd,2,Y,0,72,0,0,None,0,Normal,7,7,3,0,Spring,0,0,0,0,0,0,0,0,12.332705296463539
1282,RL,50.0,8049,Pave,IR1,Lvl,CulDSac,Gtl,Timber,1Fam,1Story,7,HdBoard,TA,CBlock,Gd,TA,No,1309,TA,Y,1339,TA,6,Typ,TA,Attchd,2,Y,0,58,90,0,None,0,Normal,16,16,3,0,Summer,0,0,0,0,0,0,0,0,12.100712129872347
1283,RL,61.0,8800,Pave,IR1,Lvl,Inside,Gtl,CollgCr,1Fam,1Story,5,HdBoard,TA,CBlock,Gd,TA,Mn,1040,TA,Y,1040,Gd,5,Typ,None,Detchd,2,Y,0,0,288,0,None,0,Normal,32,1,2,0,Fall,0,0,0,0,0,0,0,0,11.921718363171067
1284,RL,94.0,9400,Pave,Reg,Low,Corner,Gtl,Mitchel,Duplex,2Story,6,MetalSd,TA,CBlock,TA,TA,Av,912,TA,Y,1824,TA,8,Typ,None,None,0,Y,128,0,0,0,None,0,Normal,39,39,2,2,Spring,0,0,0,0,0,0,0,0,11.842229212112828
1285,RL,50.0,9638,Pave,Reg,Lvl,Inside,Gtl,SWISU,1Fam,1.5Fin,6,Wd Sdng,TA,PConc,TA,TA,No,804,Ex,Y,2447,Gd,10,NonTyp,Gd,Detchd,1,Y,272,0,116,0,None,0,Normal,91,20,2,0,Spring,0,1,0,0,0,0,0,0,12.037653993905211
1286,RM,50.0,6000,Pave,Reg,Lvl,Inside,Gtl,BrkSide,1Fam,1.5Fin,6,MetalSd,TA,CBlock,TA,TA,No,780,Ex,Y,1412,TA,6,Typ,Gd,Detchd,1,Y,45,0,0,0,None,0,Normal,70,59,1,0,Spring,0,0,0,0,0,0,0,0,11.794337924408413
1287,RL,10625.0,9790,Pave,Reg,Lvl,Inside,Gtl,NWAmes,1Fam,1Story,6,HdBoard,TA,CBlock,TA,TA,No,1328,TA,Y,1328,TA,6,Typ,Gd,Attchd,2,Y,0,26,0,0,None,0,Normal,47,47,2,1,Summer,0,1,0,0,0,0,0,0,11.870599909242044
1288,RL,15593.0,36500,Pave,IR1,Low,Inside,Mod,ClearCr,1Fam,1Story,5,Wd Sdng,TA,CBlock,TA,TA,Av,1624,Fa,Y,1582,TA,7,Typ,None,Attchd,2,N,168,198,0,0,None,0,Normal,42,42,2,1,Summer,0,0,0,0,0,0,0,0,12.154779351142624
1289,RL,40.0,5664,Pave,IR1,Lvl,Inside,Gtl,StoneBr,TwnhsE,1Story,8,CemntBd,Gd,PConc,Gd,TA,No,1501,Ex,Y,1659,Ex,5,Typ,Ex,Attchd,2,Y,212,59,0,0,None,0,Normal,9,9,3,0,Fall,0,0,0,0,0,0,0,0,12.535376392672774
1290,RL,86.0,11065,Pave,IR1,Lvl,Inside,Gtl,NridgHt,1Fam,2Story,8,VinylSd,Gd,PConc,Gd,TA,Mn,1085,Ex,Y,1970,Ex,8,Typ,Gd,BuiltIn,3,Y,177,74,0,0,None,0,Partial,0,0,2,1,Fall,0,0,0,0,0,0,0,0,12.546109948315882
1291,RL,98.8631610581156,14112,Pave,IR1,Lvl,Corner,Gtl,NAmes,1Fam,SLvl,5,Wd Sdng,TA,PConc,TA,TA,Av,1152,TA,Y,1152,TA,6,Typ,Gd,Attchd,2,Y,227,0,0,0,None,0,Normal,46,46,2,0,Spring,0,0,0,0,0,0,0,0,12.103486056755072
1292,RM,21.0,1680,Pave,Reg,Lvl,Inside,Gtl,BrDale,Twnhs,2Story,5,CemntBd,TA,CBlock,TA,TA,No,630,TA,Y,1302,TA,6,Typ,None,Detchd,1,Y,185,0,0,0,None,0,Normal,37,37,2,1,Winter,0,0,0,0,0,0,0,0,11.691071650353702
1293,RM,60.0,6600,Pave,Reg,Lvl,Corner,Gtl,OldTown,1Fam,2Story,5,Wd Sdng,TA,Stone,TA,TA,No,994,TA,N,2372,TA,11,NonTyp,None,Attchd,1,Y,0,287,0,0,None,0,Normal,117,44,2,0,Winter,0,0,0,0,0,0,0,0,11.585246126549855
1294,RL,78.0,10140,Pave,Reg,Lvl,Inside,Gtl,NWAmes,1Fam,2Story,7,HdBoard,TA,PConc,Gd,TA,No,832,TA,Y,1664,TA,8,Typ,TA,Attchd,2,Y,0,28,259,0,GdWo,0,Normal,30,30,2,1,Spring,0,0,0,0,0,0,0,0,12.000891794590137
1295,RL,60.0,8172,Pave,Reg,Lvl,Inside,Gtl,Edwards,1Fam,1Story,5,WdShing,TA,CBlock,TA,TA,No,864,TA,Y,864,TA,5,Typ,None,Detchd,2,N,0,0,0,0,None,0,Normal,51,16,2,0,Spring,0,0,0,0,0,0,0,0,11.652687407345388
1296,RL,70.0,8400,Pave,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,5,HdBoard,TA,CBlock,TA,TA,Av,1052,Gd,Y,1052,TA,5,Typ,None,Attchd,1,Y,356,0,0,0,GdWo,0,Normal,38,38,2,1,Fall,0,1,0,0,0,0,0,0,11.83862560460953
1297,RL,80.0,8700,Pave,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,5,MetalSd,TA,CBlock,TA,TA,Mn,1120,Gd,Y,1128,TA,6,Typ,None,Attchd,2,Y,192,20,0,0,MnPrv,0,Normal,45,45,3,0,Winter,0,0,0,0,0,0,0,0,11.951180395901384
1298,RM,35.0,3675,Pave,Reg,Lvl,Inside,Gtl,Edwards,TwnhsE,SFoyer,6,VinylSd,TA,PConc,Gd,TA,Gd,547,Gd,Y,1072,TA,5,Typ,None,Basment,2,Y,0,44,0,0,None,0,Partial,1,0,3,0,Summer,0,0,0,0,0,0,0,0,11.84939770159144
1300,RL,75.0,7500,Pave,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,5,BrkFace,TA,CBlock,TA,TA,No,1246,Ex,Y,1246,Gd,6,Typ,None,Attchd,1,Y,218,0,0,0,GdPrv,0,Normal,51,16,2,1,Spring,0,0,0,0,0,0,0,0,11.944707881395766
1301,RL,10237.0,10762,Pave,IR1,Lvl,CulDSac,Gtl,Gilbert,1Fam,2Story,7,VinylSd,Gd,PConc,Gd,TA,No,978,Ex,Y,1983,Gd,9,Typ,TA,Attchd,2,Y,0,0,0,0,None,0,Normal,10,10,2,1,Spring,0,0,0,0,0,0,0,0,12.323855681186558
1302,RL,10594.0,7500,Pave,IR1,Bnk,Inside,Gtl,Crawfor,1Fam,2Story,6,Wd Sdng,TA,CBlock,TA,TA,No,771,Fa,Y,1494,Gd,7,Typ,Gd,Attchd,1,N,0,0,224,0,None,0,Normal,67,59,1,0,Fall,0,0,0,0,0,0,0,0,12.086725887897607
1303,RL,92.0,10120,Pave,Reg,Lvl,Inside,Gtl,NoRidge,1Fam,2Story,8,VinylSd,Gd,PConc,Gd,TA,No,1165,Ex,Y,2526,Gd,8,Typ,TA,Attchd,3,Y,309,78,0,0,None,0,Normal,12,12,3,1,Winter,0,0,0,0,0,0,0,0,12.577636201962656
1304,RL,73.0,8688,Pave,Reg,Lvl,Inside,Gtl,Somerst,1Fam,1Story,7,VinylSd,Gd,PConc,Gd,TA,Av,1616,Ex,Y,1616,Gd,7,Typ,None,Attchd,3,Y,208,59,0,0,None,0,Normal,1,1,2,0,Spring,0,0,0,0,0,0,0,0,12.354492650648448
